"시도별","시점","합계:면적[ha]","생산량[톤]","사과:면적[ha]","10a당 생산량[kg]","생산량[톤]","배:면적[ha]","10a당 생산량[kg]","생산량[톤]","복숭아:면적[ha]","10a당 생산량[kg]","생산량[톤]","포도:면적[ha]","10a당 생산량[kg]","생산량[톤]","감귤:면적[ha]","10a당 생산량[kg]","생산량[톤]","감:면적[ha]","10a당 생산량[kg]","생산량[톤]","단감:면적[ha]","10a당 생산량[kg]","생산량[톤]","떫은감:면적[ha]","10a당 생산량[kg]","생산량[톤]","자두:면적[ha]","10a당 생산량[kg]","생산량[톤]","매실:면적[ha]","10a당 생산량[kg]","생산량[톤]","기타:면적[ha]","10a당 생산량[kg]","생산량[톤]",
"광주광역시","1980 년","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","1987 년","106","950","","","","","","","6","1098","66","48","1021","490","","","","48","752","361","","","","","","","","","","","","","4","818","33",
"광주광역시","1988 년","514","6926","","","","79","3331","2632","19","1045","199","199","1169","2326","","","","197","814","1604","","","","","","","","","","","","","20","827","165",
"광주광역시","1989 년","577","6716","","","","90","2103","1893","21","1047","220","216","1066","2303","","","","213","748","1593","","","","","","","","","","","","","37","1912","707",
"광주광역시","1990 년","615","6054","","","","85","1623","1379","21","905","190","205","1023","2097","","","","252","800","2017","","","","","","","","","","","","","52","713","371",
"광주광역시","1991 년","657","7114","","","","85","2859","2430","14","923","129","210","1011","2123","","","","290","810","2348","","","","","","","","","","","","","58","145","84",
"광주광역시","1992 년","666","6792","0","0","0","86","2609","2244","12","933","112","207","1016","2103","0","0","0","308","731","2252","","","","","","","0","0","0","","","","53","152","81",
"광주광역시","1993 년","670","5830","0","0","0","26","2104","547","16","924","148","193","1108","2138","0","0","0","389","763","2967","","","","","","","1","571","6","","","","45","53","24",
"광주광역시","1994 년","791","6693","0","0","0","16","1525","244","12","1046","126","189","1204","2276","0","0","0","515","771","3971","","","","","","","0","0","0","","","","59","129","76",
"광주광역시","1995 년","843","7944","0","0","0","34","559","190","6","1098","66","192","1288","2473","0","0","0","542","903","4893","","","","","","","2","710","14","","","","67","460","308",
"광주광역시","1996 년","761","8587","0","0","0","90","1861","1675","0","0","0","263","1500","3945","0","0","0","376","760","2856","","","","","","","1","714","7","","","","31","335","104",
"광주광역시","1997 년","737","8015","0","0","0","107","1618","1731","4","1100","44","218","1500","3270","0","0","0","376","775","2915","","","","","","","2","714","14","","","","30","137","41",
"광주광역시","1998 년","741","7141","0","0","0","123","1207","1484","4","1100","44","210","1404","2948","0","0","0","375","683.46667","2563","366","684","2503","9","666","60","1","700","7","","","","28","340","95",
"광주광역시","1999 년","755","6726","1","0","0","129","927","1196","5","787","39","195","1276","2488","0","0","0","393","741.73028","2915","384","741","2845","9","775","70","1","600","6","","","","31","266","82",
"광주광역시","2000 년","800","8192","1","0","0","150","1406","2109","13","606","79","208","1283","2669","0","0","0","399","808.77193","3227","389","811","3155","10","720","72","1","700","7","","","","28","362","101",
"광주광역시","2001 년","740","9623","1","1200","12","120","2503","3004","13","1151","150","205","1231","2524","0","0","0","365","1045.75342","3817","340","1045","3553","25","1057","264","1","700","7","","","","35","311.42857","109",
"광주광역시","2002 년","745","8669","0","0","0","113","1374","1553","16","1355","217","182","1500","2730","0","0","0","352","1041.76136","3667","331","1030","3409","21","1230","258","5","1230","62","","","","77","571.42857","440",
"광주광역시","2003 년","710","8043","0","0","0","87","1493","1299","17","1420","241","193","1468","2833","0","0","0","308","932.46753","2872","274","902","2471","34","1180","401","5","887","44","","","","100","754","754",
"광주광역시","2004 년","670","6506","0","0","0","92","2219","2175","17","972","165","153","1547","2367","0","0","0","291","323.02405","940","259","336","870","32","219","70","6","400","24","","","","111","752.25225","835",
"광주광역시","2005 년","604","7811","0","0","0","90","1905","1829","21","2135","448","100","1734","1734","0","0","0","259","1035.90734","2683","211","1125","2374","48","644","309","9","400","36","","","","125","864.8","1081",
"광주광역시","2006 년","668","7550","0","0","0","82","1417.39358","1162","8","1243","99","104","1717","1786","0","0","0","377","1034.48276","3900","306","1125","3443","71","644","457","8","400","32","","","","89","641.57303","571",
"광주광역시","2007 년","654","7272","0","0","0","71","1816","1290","8","1420","114","92","1732","1593","0","0","0","398","1015.57789","4042","293","1170","3428","105","585","614","7","375","26","","","","78","265.38462","207",
