시도별,시점,합계_면적,합계_생산량,사과_면적,사과_10a생산량,사과_생산량,배_면적,배_10a생산량,배_생산량,복숭아_면적,복숭아_10a생산량,복숭아_생산량,포도_면적,포도_10a생산량,포도_생산량,감귤_면적,감귤_10a생산량,감귤_생산량,감_면적,감_10a생산량,감_생산량,단감_면적,단감_10a생산량,단감_생산량,떫은감_면적,떫은감_10a생산량,떫은감_생산량,자두_면적,자두_10a생산량,자두_생산량,매실_면적,매실_10a생산량,매실_생산량,기타_면적,기타_10a생산량,기타_생산량
인천광역시,2006,511.0,5373.0,1.0,0.0,0.0,230.0,1003.94541,2309.0,26.0,1166.0,303.0,150.0,1440.0,2160.0,0.0,0.0,0.0,33.0,942.42424,311.0,17.0,1000.0,170.0,16.0,880.0,141.0,5.0,118.0,6.0,,,,66.0,430.30303,284.0
인천광역시,2007,610.0,6570.0,3.0,673.0,20.0,233.0,1044.0,2432.0,22.0,1388.0,305.0,208.0,1527.0,3176.0,0.0,0.0,0.0,48.0,1016.66667,488.0,22.0,1325.0,292.0,26.0,752.0,196.0,6.0,1100.0,66.0,,,,90.0,92.22222,83.0
인천광역시,2008,480.0,4750.0,2.0,0.0,0.0,184.0,974.0,1793.0,16.0,1360.0,218.0,149.0,1544.0,2301.0,0.0,0.0,0.0,56.0,739.28571,414.0,10.0,0.0,0.0,46.0,900.0,414.0,9.0,0.0,0.0,,,,64.0,37.5,24.0
인천광역시,2009,650.0,4350.0,8.0,0.0,0.0,261.0,775.0,2024.0,23.0,57.0,13.0,156.0,1314.0,2050.0,0.0,0.0,0.0,66.0,222.72727,147.0,21.0,0.0,0.0,45.0,327.0,147.0,11.0,0.0,0.0,,,,125.0,93.0,116.0
인천광역시,2010,704.0,3343.0,26.0,0.0,0.0,258.0,462.0,1192.0,24.0,563.0,135.0,138.0,1126.0,1554.0,0.0,0.0,0.0,61.0,324.59016,198.0,12.0,292.0,35.0,49.0,333.0,163.0,10.0,240.0,24.0,,,,187.0,128.0,240.0
인천광역시,2011,714.0,3333.0,19.0,0.0,0.0,238.0,436.0,1038.0,27.0,456.0,123.0,129.0,1426.0,1839.0,0.0,0.0,0.0,50.0,170.0,85.0,46.0,185.0,85.0,4.0,0.0,0.0,15.0,360.0,54.0,,,,236.0,82.0,194.0
인천광역시,2012,657.0,2208.0,18.0,0.0,0.0,221.0,203.0,448.0,29.0,414.0,120.0,101.0,1314.0,1327.0,0.0,0.0,0.0,51.0,264.70588,135.0,46.0,278.0,128.0,5.0,140.0,7.0,17.0,359.0,61.0,,,,220.0,53.0,117.0
인천광역시,2013,563.0,3029.0,12.0,0.0,0.0,205.0,473.0,970.0,29.0,479.0,139.0,71.0,1435.0,1019.0,0.0,0.0,0.0,38.0,318.42105,121.0,34.0,341.0,116.0,4.0,125.0,5.0,7.0,571.0,40.0,,,,201.0,368.0,740.0
인천광역시,2014,598.0,3222.0,23.0,0.0,0.0,179.0,516.0,924.0,23.0,465.0,107.0,80.0,1660.0,1328.0,0.0,0.0,0.0,30.0,440.0,132.0,24.0,483.0,116.0,6.0,267.0,16.0,7.0,686.0,48.0,,,,256.0,267.0,683.0
인천광역시,2015,611.0,3653.0,24.0,0.0,0.0,164.0,914.0,1498.0,19.0,384.0,73.0,72.0,1542.0,1110.0,0.0,0.0,0.0,36.0,497.22222,179.0,22.0,482.0,106.0,14.0,521.0,73.0,5.0,760.0,38.0,,,,291.0,259.0,755.0
인천광역시,2016,574.0,4765.0,8.0,1018.0,81.0,157.0,1136.0,1784.0,12.0,967.0,116.0,110.0,1592.0,1751.0,0.0,0.0,0.0,9.0,811.11111,73.0,0.0,0.0,0.0,9.0,811.0,73.0,1.0,0.0,0.0,,,,277.0,347.0,960.0
인천광역시,2017,480.6465,4082.0,4.4978,466.0,21.0,132.0003,1409.0,1860.0,13.3633,404.0,54.0,101.6882,1448.0,1472.0,0.0,0.0,0.0,17.5774,785.09905,138.0,0.0,0.0,0.0,17.5774,785.0,138.0,1.0437,383.0,4.0,,,,210.4758,253.0,533.0
인천광역시,2018,624.0342,4813.0,15.9758,312.0,50.0,120.5773,1268.0,1529.0,18.6768,311.0,58.0,129.7098,1736.0,2252.0,0.0,0.0,0.0,16.415,469.08316,77.0,0.0301,0.0,0.0,16.3849,470.0,77.0,1.7778,562.0,10.0,,,,320.9017,261.0,837.0
인천광역시,2019,694.8267,5761.0,18.2273,478.0,87.0,118.147,1275.0,1506.0,23.9496,418.0,100.0,111.6257,1717.0,1917.0,0.0,0.0,0.0,20.9103,234.33428,49.0,0.0,0.0,0.0,20.9103,234.0,49.0,2.1816,688.0,15.0,111.723,621.0,694.0,288.0622,484.0,1393.0
인천광역시,2020,640.9995,5849.1174,21.2079,297.0,63.0,126.0317,1473.0,1856.0,20.4068,554.4657663132,113.14872,95.7353,1765.3151834961,1690.0297868655,0.0,0.0,0.0,10.5537,592.28011661,62.5074666667,1.8466,407.126611069,7.518,8.7071,631.5474344692,54.9894666667,26.4694,272.7557103674,72.1968,102.7267,618.542988337,635.4088,237.868,570.4112508456,1356.8258341615
인천광역시,2021,515.4961,4200.0,12.8964,355.0,46.0,57.7579,436.0,252.0,1.9761,760.0,15.0,86.77,1757.0,1525.0,0.0,0.0,0.0,19.945,691.9027,138.0,6.3471,545.0,35.0,13.5979,754.0,103.0,3.5464,792.0,28.0,95.8855,593.0,569.0,236.7188,687.0,1627.0
광주광역시,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주광역시,1987,106.0,950.0,,,,,,,6.0,1098.0,66.0,48.0,1021.0,490.0,,,,48.0,752.0,361.0,,,,,,,,,,,,,4.0,818.0,33.0
광주광역시,1988,514.0,6926.0,,,,79.0,3331.0,2632.0,19.0,1045.0,199.0,199.0,1169.0,2326.0,,,,197.0,814.0,1604.0,,,,,,,,,,,,,20.0,827.0,165.0
광주광역시,1989,577.0,6716.0,,,,90.0,2103.0,1893.0,21.0,1047.0,220.0,216.0,1066.0,2303.0,,,,213.0,748.0,1593.0,,,,,,,,,,,,,37.0,1912.0,707.0
광주광역시,1990,615.0,6054.0,,,,85.0,1623.0,1379.0,21.0,905.0,190.0,205.0,1023.0,2097.0,,,,252.0,800.0,2017.0,,,,,,,,,,,,,52.0,713.0,371.0
광주광역시,1991,657.0,7114.0,,,,85.0,2859.0,2430.0,14.0,923.0,129.0,210.0,1011.0,2123.0,,,,290.0,810.0,2348.0,,,,,,,,,,,,,58.0,145.0,84.0
광주광역시,1992,666.0,6792.0,0.0,0.0,0.0,86.0,2609.0,2244.0,12.0,933.0,112.0,207.0,1016.0,2103.0,0.0,0.0,0.0,308.0,731.0,2252.0,,,,,,,0.0,0.0,0.0,,,,53.0,152.0,81.0
광주광역시,1993,670.0,5830.0,0.0,0.0,0.0,26.0,2104.0,547.0,16.0,924.0,148.0,193.0,1108.0,2138.0,0.0,0.0,0.0,389.0,763.0,2967.0,,,,,,,1.0,571.0,6.0,,,,45.0,53.0,24.0
광주광역시,1994,791.0,6693.0,0.0,0.0,0.0,16.0,1525.0,244.0,12.0,1046.0,126.0,189.0,1204.0,2276.0,0.0,0.0,0.0,515.0,771.0,3971.0,,,,,,,0.0,0.0,0.0,,,,59.0,129.0,76.0
광주광역시,1995,843.0,7944.0,0.0,0.0,0.0,34.0,559.0,190.0,6.0,1098.0,66.0,192.0,1288.0,2473.0,0.0,0.0,0.0,542.0,903.0,4893.0,,,,,,,2.0,710.0,14.0,,,,67.0,460.0,308.0
광주광역시,1996,761.0,8587.0,0.0,0.0,0.0,90.0,1861.0,1675.0,0.0,0.0,0.0,263.0,1500.0,3945.0,0.0,0.0,0.0,376.0,760.0,2856.0,,,,,,,1.0,714.0,7.0,,,,31.0,335.0,104.0
광주광역시,1997,737.0,8015.0,0.0,0.0,0.0,107.0,1618.0,1731.0,4.0,1100.0,44.0,218.0,1500.0,3270.0,0.0,0.0,0.0,376.0,775.0,2915.0,,,,,,,2.0,714.0,14.0,,,,30.0,137.0,41.0
광주광역시,1998,741.0,7141.0,0.0,0.0,0.0,123.0,1207.0,1484.0,4.0,1100.0,44.0,210.0,1404.0,2948.0,0.0,0.0,0.0,375.0,683.46667,2563.0,366.0,684.0,2503.0,9.0,666.0,60.0,1.0,700.0,7.0,,,,28.0,340.0,95.0
광주광역시,1999,755.0,6726.0,1.0,0.0,0.0,129.0,927.0,1196.0,5.0,787.0,39.0,195.0,1276.0,2488.0,0.0,0.0,0.0,393.0,741.73028,2915.0,384.0,741.0,2845.0,9.0,775.0,70.0,1.0,600.0,6.0,,,,31.0,266.0,82.0
광주광역시,2000,800.0,8192.0,1.0,0.0,0.0,150.0,1406.0,2109.0,13.0,606.0,79.0,208.0,1283.0,2669.0,0.0,0.0,0.0,399.0,808.77193,3227.0,389.0,811.0,3155.0,10.0,720.0,72.0,1.0,700.0,7.0,,,,28.0,362.0,101.0
광주광역시,2001,740.0,9623.0,1.0,1200.0,12.0,120.0,2503.0,3004.0,13.0,1151.0,150.0,205.0,1231.0,2524.0,0.0,0.0,0.0,365.0,1045.75342,3817.0,340.0,1045.0,3553.0,25.0,1057.0,264.0,1.0,700.0,7.0,,,,35.0,311.42857,109.0
광주광역시,2002,745.0,8669.0,0.0,0.0,0.0,113.0,1374.0,1553.0,16.0,1355.0,217.0,182.0,1500.0,2730.0,0.0,0.0,0.0,352.0,1041.76136,3667.0,331.0,1030.0,3409.0,21.0,1230.0,258.0,5.0,1230.0,62.0,,,,77.0,571.42857,440.0
광주광역시,2003,710.0,8043.0,0.0,0.0,0.0,87.0,1493.0,1299.0,17.0,1420.0,241.0,193.0,1468.0,2833.0,0.0,0.0,0.0,308.0,932.46753,2872.0,274.0,902.0,2471.0,34.0,1180.0,401.0,5.0,887.0,44.0,,,,100.0,754.0,754.0
광주광역시,2004,670.0,6506.0,0.0,0.0,0.0,92.0,2219.0,2175.0,17.0,972.0,165.0,153.0,1547.0,2367.0,0.0,0.0,0.0,291.0,323.02405,940.0,259.0,336.0,870.0,32.0,219.0,70.0,6.0,400.0,24.0,,,,111.0,752.25225,835.0
광주광역시,2005,604.0,7811.0,0.0,0.0,0.0,90.0,1905.0,1829.0,21.0,2135.0,448.0,100.0,1734.0,1734.0,0.0,0.0,0.0,259.0,1035.90734,2683.0,211.0,1125.0,2374.0,48.0,644.0,309.0,9.0,400.0,36.0,,,,125.0,864.8,1081.0
광주광역시,2006,668.0,7550.0,0.0,0.0,0.0,82.0,1417.39358,1162.0,8.0,1243.0,99.0,104.0,1717.0,1786.0,0.0,0.0,0.0,377.0,1034.48276,3900.0,306.0,1125.0,3443.0,71.0,644.0,457.0,8.0,400.0,32.0,,,,89.0,641.57303,571.0
광주광역시,2007,654.0,7272.0,0.0,0.0,0.0,71.0,1816.0,1290.0,8.0,1420.0,114.0,92.0,1732.0,1593.0,0.0,0.0,0.0,398.0,1015.57789,4042.0,293.0,1170.0,3428.0,105.0,585.0,614.0,7.0,375.0,26.0,,,,78.0,265.38462,207.0
광주광역시,2008,600.0,6586.0,0.0,0.0,0.0,39.0,2657.0,1036.0,14.0,1448.0,203.0,103.0,1730.0,1782.0,0.0,0.0,0.0,336.0,907.14286,3048.0,181.0,1173.0,2123.0,155.0,597.0,925.0,11.0,375.0,41.0,,,,97.0,490.72165,476.0
광주광역시,2009,678.0,6867.0,0.0,0.0,0.0,94.0,2458.0,2310.0,15.0,1207.0,181.0,106.0,1728.0,1832.0,0.0,0.0,0.0,344.0,593.89535,2043.0,146.0,902.0,1317.0,198.0,367.0,726.0,10.0,380.0,38.0,,,,109.0,425.0,463.0
광주광역시,2010,583.0,3774.0,0.0,0.0,0.0,64.0,631.0,404.0,13.0,1300.0,169.0,59.0,1632.0,963.0,0.0,0.0,0.0,307.0,655.70033,2013.0,190.0,764.0,1452.0,117.0,479.0,561.0,10.0,180.0,18.0,,,,130.0,159.0,207.0
광주광역시,2011,670.0,4108.0,0.0,0.0,0.0,51.0,1075.0,548.0,11.0,1209.0,133.0,46.0,1670.0,768.0,0.0,0.0,0.0,364.0,593.95604,2162.0,194.0,727.0,1410.0,170.0,442.0,752.0,5.0,660.0,33.0,,,,193.0,240.0,464.0
광주광역시,2012,683.0,3318.0,0.0,0.0,0.0,43.0,547.0,235.0,15.0,1027.0,154.0,40.0,1548.0,619.0,0.0,0.0,0.0,372.0,501.34409,1865.0,189.0,584.0,1104.0,183.0,416.0,761.0,3.0,333.0,10.0,,,,210.0,207.0,435.0
광주광역시,2013,637.0,2886.0,0.0,0.0,0.0,41.0,1241.0,509.0,19.0,763.0,145.0,35.0,943.0,330.0,0.0,0.0,0.0,310.0,490.96774,1522.0,149.0,626.0,932.0,161.0,366.0,590.0,2.0,300.0,6.0,,,,230.0,163.0,374.0
광주광역시,2014,627.0,3413.0,0.0,0.0,0.0,49.0,1184.0,580.0,11.0,609.0,67.0,24.0,1042.0,250.0,0.0,0.0,0.0,311.0,596.14148,1854.0,146.0,799.0,1166.0,165.0,417.0,688.0,2.0,250.0,5.0,,,,230.0,286.0,657.0
광주광역시,2015,662.0,3706.0,0.0,0.0,0.0,43.0,1312.0,564.0,26.0,546.0,142.0,17.0,1324.0,225.0,0.0,0.0,0.0,320.0,650.0,2080.0,162.0,818.0,1325.0,158.0,478.0,755.0,8.0,100.0,8.0,,,,248.0,277.0,687.0
광주광역시,2016,717.0,4971.0,2.0,0.0,0.0,41.0,1720.0,705.0,46.0,980.0,451.0,33.0,1330.0,439.0,0.0,0.0,0.0,360.0,735.27778,2647.0,211.0,876.0,1848.0,149.0,536.0,799.0,0.0,0.0,0.0,,,,235.0,310.0,729.0
광주광역시,2017,770.6315,6122.0,0.1444,0.0,0.0,39.2125,2123.0,832.0,54.1707,927.0,502.0,28.4146,1397.0,397.0,6.4291,1851.0,119.0,362.8853,811.5512,2945.0,175.5854,829.0,1456.0,187.2999,795.0,1489.0,3.3289,180.0,6.0,,,,276.046,479.0,1321.0
광주광역시,2018,754.0557,6318.0,2.0093,1068.0,21.0,45.2942,1264.0,573.0,89.1156,799.0,712.0,25.275,1385.0,350.0,6.4497,1535.0,99.0,323.365,748.99881,2422.0,141.4476,769.0,1088.0,181.9174,733.0,1334.0,4.8567,165.0,8.0,,,,257.6902,828.0,2133.0
광주광역시,2019,705.4642,6742.0,2.7119,1284.0,35.0,31.61,1742.0,551.0,85.9046,1157.0,994.0,16.8934,1450.0,245.0,0.0,0.0,0.0,293.257,985.48372,2890.0,156.0541,834.0,1302.0,137.2029,1157.0,1588.0,5.858,154.0,9.0,125.7619,475.0,597.0,143.4674,990.0,1421.0
광주광역시,2020,581.0421,4043.4447,2.9231,692.0,20.0,14.9532,1337.0,200.0,76.3969,787.8130426572,601.8647423858,17.1317,228.7734848075,39.1927870968,0.0,0.0,0.0,272.6255,863.7339260311,2354.7589345119,141.3335,736.8496619782,1041.4154170119,131.292,1000.3225767754,1313.3435175,5.2562,47.1975952209,2.4808,81.2769,502.6545735652,408.542055102,110.4786,377.0914316906,416.6053344518
광주광역시,2021,599.1304,4092.0,3.6139,694.0,25.0,32.7797,1431.0,469.0,53.5771,953.0,511.0,3.5349,221.0,8.0,0.0,0.0,0.0,277.3317,846.279,2347.0,105.8234,758.0,802.0,171.5083,901.0,1545.0,2.1849,130.0,3.0,84.5072,410.0,346.0,141.601,270.0,383.0
대전광역시,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시,1989,1019.0,19258.0,127.0,4102.0,5210.0,232.0,2962.0,6871.0,137.0,909.0,1245.0,397.0,1144.0,4542.0,,,,43.0,833.0,358.0,,,,,,,48.0,804.0,386.0,,,,35.0,1846.0,646.0
대전광역시,1990,1006.0,12734.0,130.0,2231.0,2900.0,228.0,1748.0,3986.0,135.0,827.0,1116.0,373.0,1004.0,3745.0,,,,48.0,763.0,366.0,,,,,,,48.0,763.0,366.0,,,,44.0,579.0,255.0
대전광역시,1991,965.0,11550.0,115.0,1692.0,1946.0,235.0,1411.0,3316.0,100.0,1316.0,1316.0,358.0,1157.0,4142.0,,,,46.0,787.0,362.0,,,,,,,50.0,810.0,405.0,,,,61.0,104.0,63.0
대전광역시,1992,942.0,12434.0,109.0,1861.0,2028.0,252.0,1736.0,4375.0,87.0,1195.0,1040.0,352.0,1116.0,3928.0,0.0,0.0,0.0,48.0,690.0,331.0,,,,,,,47.0,919.0,432.0,,,,47.0,638.0,300.0
대전광역시,1993,1023.0,12933.0,109.0,652.0,711.0,305.0,2104.0,6418.0,77.0,1108.0,853.0,382.0,1008.0,3851.0,0.0,0.0,0.0,59.0,841.0,496.0,,,,,,,43.0,898.0,386.0,,,,48.0,455.0,218.0
대전광역시,1994,995.0,12368.0,91.0,1044.0,950.0,326.0,1514.0,4937.0,67.0,1204.0,807.0,386.0,1257.0,4852.0,0.0,0.0,0.0,44.0,800.0,352.0,,,,,,,35.0,809.0,283.0,,,,46.0,406.0,187.0
대전광역시,1995,957.0,13499.0,58.0,2184.0,1267.0,322.0,1898.0,6113.0,70.0,1221.0,855.0,385.0,1170.0,4505.0,0.0,0.0,0.0,44.0,766.0,337.0,,,,,,,34.0,781.0,266.0,,,,44.0,354.0,156.0
대전광역시,1996,1231.0,14035.0,47.0,1291.0,607.0,221.0,1467.0,3242.0,57.0,1218.0,694.0,699.0,1182.0,8262.0,0.0,0.0,0.0,98.0,774.0,759.0,,,,,,,17.0,788.0,134.0,,,,92.0,366.0,337.0
대전광역시,1997,1240.0,14711.0,47.0,1098.0,516.0,266.0,1452.0,3862.0,61.0,1309.0,798.0,663.0,1275.0,8453.0,0.0,0.0,0.0,85.0,785.0,667.0,,,,,,,18.0,708.0,127.0,,,,100.0,288.0,288.0
대전광역시,1998,1049.0,13633.0,36.0,878.0,316.0,278.0,1659.0,4612.0,43.0,1418.0,610.0,527.0,1342.0,7072.0,0.0,0.0,0.0,72.0,770.83333,555.0,0.0,0.0,0.0,72.0,771.0,555.0,18.0,712.0,128.0,,,,75.0,453.0,340.0
대전광역시,1999,1036.0,13516.0,34.0,1135.0,386.0,286.0,1485.0,4248.0,46.0,1362.0,627.0,505.0,1427.0,7206.0,0.0,0.0,0.0,67.0,786.56716,527.0,0.0,0.0,0.0,67.0,787.0,527.0,20.0,735.0,147.0,,,,78.0,481.0,375.0
대전광역시,2000,1041.0,14123.0,33.0,1470.0,485.0,292.0,1962.0,5730.0,51.0,945.0,482.0,491.0,1333.0,6545.0,0.0,0.0,0.0,63.0,765.07937,482.0,0.0,0.0,0.0,63.0,765.0,482.0,30.0,407.0,122.0,,,,81.0,342.0,277.0
대전광역시,2001,1087.0,14351.0,30.0,1247.0,374.0,309.0,1463.0,4522.0,59.0,1452.0,857.0,469.0,1652.0,7748.0,0.0,0.0,0.0,75.0,536.0,402.0,13.0,231.0,30.0,62.0,600.0,372.0,29.0,650.0,189.0,,,,116.0,223.27586,259.0
대전광역시,2002,1101.0,16289.0,32.0,1175.0,376.0,290.0,1668.0,4837.0,64.0,1425.0,912.0,470.0,1769.0,8314.0,0.0,0.0,0.0,76.0,1421.05263,1080.0,6.0,1263.0,76.0,70.0,1434.0,1004.0,29.0,1434.0,416.0,,,,140.0,252.85714,354.0
대전광역시,2003,969.0,12413.0,19.0,737.0,140.0,288.0,1422.0,4096.0,53.0,1515.0,803.0,371.0,1462.0,5424.0,0.0,0.0,0.0,69.0,850.72464,587.0,16.0,0.0,0.0,53.0,1108.0,587.0,32.0,1205.0,386.0,,,,137.0,713.13869,977.0
대전광역시,2004,902.0,12574.0,13.0,2746.0,357.0,306.0,1775.0,5433.0,69.0,1515.0,1045.0,293.0,1311.0,3841.0,0.0,0.0,0.0,61.0,975.40984,595.0,22.0,940.0,207.0,39.0,995.0,388.0,27.0,1205.0,325.0,,,,133.0,735.33835,978.0
대전광역시,2005,860.0,11625.0,15.0,2567.0,385.0,261.0,1427.0,3725.0,62.0,1647.0,1021.0,288.0,1644.0,4735.0,0.0,0.0,0.0,57.0,977.19298,557.0,20.0,929.0,186.0,37.0,1003.0,371.0,33.0,951.0,314.0,,,,144.0,616.66667,888.0
대전광역시,2006,716.0,11206.0,26.0,1975.46411,514.0,275.0,1794.00788,4934.0,47.0,1560.0,733.0,223.0,1676.0,3737.0,0.0,0.0,0.0,42.0,971.42857,408.0,9.0,940.0,85.0,33.0,978.0,323.0,13.0,911.0,118.0,,,,90.0,846.66667,762.0
대전광역시,2007,715.0,9449.0,21.0,2033.0,427.0,244.0,1686.0,4113.0,37.0,1553.0,575.0,209.0,1628.0,3403.0,0.0,0.0,0.0,50.0,954.0,477.0,9.0,939.0,85.0,41.0,955.0,392.0,12.0,1073.0,129.0,,,,142.0,228.87324,325.0
대전광역시,2008,699.0,9549.0,29.0,2151.0,624.0,223.0,2050.0,4570.0,17.0,1546.0,263.0,168.0,1580.0,2654.0,0.0,0.0,0.0,102.0,965.68627,985.0,11.0,930.0,102.0,91.0,970.0,883.0,20.0,1060.0,212.0,,,,140.0,172.14286,241.0
대전광역시,2009,660.0,7643.0,21.0,2495.0,524.0,187.0,1782.0,3332.0,20.0,1065.0,213.0,170.0,1469.0,2498.0,0.0,0.0,0.0,98.0,262.2449,257.0,0.0,0.0,0.0,98.0,262.0,257.0,21.0,710.0,149.0,,,,143.0,469.0,670.0
대전광역시,2010,518.0,4501.0,12.0,1822.0,219.0,127.0,982.0,1247.0,10.0,560.0,56.0,131.0,1564.0,2049.0,0.0,0.0,0.0,70.0,212.85714,149.0,2.0,350.0,7.0,68.0,209.0,142.0,20.0,560.0,112.0,,,,148.0,452.0,669.0
대전광역시,2011,589.0,4550.0,2.0,1651.0,33.0,94.0,1444.0,1357.0,9.0,900.0,81.0,136.0,1712.0,2328.0,0.0,0.0,0.0,54.0,255.55556,138.0,0.0,0.0,0.0,54.0,256.0,138.0,7.0,771.0,54.0,,,,287.0,195.0,559.0
대전광역시,2012,613.0,3929.0,4.0,735.0,29.0,75.0,1104.0,828.0,11.0,609.0,67.0,127.0,1541.0,1957.0,0.0,0.0,0.0,102.0,229.41176,234.0,0.0,0.0,0.0,102.0,229.0,234.0,4.0,500.0,20.0,,,,290.0,274.0,794.0
대전광역시,2013,581.0,3949.0,4.0,1085.0,43.0,67.0,1446.0,969.0,7.0,714.0,50.0,113.0,1529.0,1728.0,0.0,0.0,0.0,67.0,137.31343,92.0,0.0,0.0,0.0,67.0,137.0,92.0,11.0,773.0,85.0,,,,312.0,315.0,982.0
대전광역시,2014,590.0,4605.0,5.0,1397.0,70.0,67.0,1412.0,946.0,5.0,980.0,49.0,108.0,1618.0,1747.0,0.0,0.0,0.0,33.0,233.33333,77.0,12.0,0.0,0.0,21.0,367.0,77.0,5.0,860.0,43.0,,,,367.0,456.0,1673.0
대전광역시,2015,581.0,4706.0,4.0,1277.0,51.0,73.0,1691.0,1235.0,17.0,412.0,70.0,118.0,1519.0,1792.0,0.0,0.0,0.0,55.0,129.09091,71.0,13.0,0.0,0.0,42.0,169.0,71.0,3.0,333.0,10.0,,,,311.0,475.0,1477.0
대전광역시,2016,675.0,7962.0,20.0,1611.0,322.0,137.0,1795.0,2459.0,52.0,1035.0,538.0,125.0,1637.0,2046.0,0.0,0.0,0.0,20.0,285.0,57.0,0.0,0.0,0.0,20.0,285.0,57.0,28.0,1143.0,320.0,,,,293.0,758.0,2220.0
대전광역시,2017,746.3741,8658.0,13.3388,1491.0,199.0,137.6126,2473.0,3403.0,53.3832,955.0,510.0,132.5784,1436.0,1904.0,0.0,0.0,0.0,33.3966,263.49988,88.0,4.3839,639.0,28.0,29.0127,207.0,60.0,27.5593,987.0,272.0,,,,348.5052,655.0,2282.0
대전광역시,2018,756.3808,7645.0,11.7995,1300.0,153.0,133.4387,1692.0,2258.0,56.662,979.0,555.0,134.0292,1603.0,2148.0,0.0,0.0,0.0,26.7692,470.6902,126.0,4.5846,654.0,30.0,22.1846,433.0,96.0,28.1121,925.0,260.0,,,,365.5701,587.0,2145.0
대전광역시,2019,690.3129,6524.0,5.8138,1556.0,90.0,133.7311,1907.0,2550.0,47.4697,948.0,450.0,124.8929,1364.0,1703.0,0.0,0.0,0.0,29.0713,392.13933,114.0,3.6846,353.0,13.0,25.3867,398.0,101.0,23.7415,821.0,195.0,137.2268,718.0,985.0,188.3658,232.0,437.0
대전광역시,2020,672.7656,5650.6161,10.5174,106.0,11.0,96.651,1287.0,1244.0,57.6282,937.0367649581,539.9974209836,133.7166,1494.4843064318,1998.3736020942,0.0,0.0,0.0,45.1673,258.6115440672,116.8078519435,10.2422,127.401339556,13.0487,34.9251,297.0904934945,103.7591519435,22.0275,956.4362728408,210.679,109.001,723.9345210447,789.095867284,198.0566,373.9649988329,740.6623618785
대전광역시,2021,572.5085,4154.0,21.1393,777.0,164.0,88.2751,744.0,657.0,46.7696,1037.0,485.0,100.3451,1441.0,1446.0,0.0,0.0,0.0,48.4633,412.6834,200.0,0.0,0.0,0.0,48.4633,413.0,200.0,13.0148,748.0,97.0,60.5822,744.0,451.0,193.9191,337.0,654.0
울산광역시,1998,1881.0,24732.0,27.0,867.0,234.0,1421.0,1229.0,17465.0,4.0,200.0,8.0,8.0,575.0,46.0,0.0,0.0,0.0,382.0,1804.97382,6895.0,369.0,1805.0,6660.0,13.0,1805.0,235.0,0.0,0.0,0.0,,,,39.0,215.0,84.0
울산광역시,1999,1905.0,29806.0,23.0,752.0,173.0,1422.0,1592.0,22645.0,3.0,1430.0,43.0,21.0,1450.0,305.0,0.0,0.0,0.0,394.0,1650.0,6501.0,378.0,1650.0,6237.0,16.0,1650.0,264.0,0.0,0.0,0.0,,,,42.0,331.0,139.0
울산광역시,2000,1842.0,25024.0,16.0,1881.0,301.0,1383.0,1539.0,21288.0,19.0,384.0,73.0,18.0,1467.0,264.0,0.0,0.0,0.0,366.0,811.47541,2970.0,352.0,792.0,2788.0,14.0,1300.0,182.0,0.0,0.0,0.0,,,,40.0,319.0,128.0
울산광역시,2001,1760.0,29713.0,13.0,2362.0,307.0,1311.0,1952.0,25594.0,25.0,296.0,74.0,15.0,1300.0,195.0,0.0,0.0,0.0,332.0,1025.3012,3404.0,323.0,1005.0,3246.0,9.0,1750.0,158.0,4.0,0.0,0.0,,,,60.0,231.66667,139.0
울산광역시,2002,1803.0,26963.0,16.0,2294.0,367.0,1353.0,1495.0,20223.0,18.0,1363.0,245.0,13.0,1476.0,192.0,0.0,0.0,0.0,318.0,1747.48428,5557.0,309.0,1750.0,5408.0,9.0,1650.0,149.0,4.0,0.0,0.0,,,,81.0,467.90123,379.0
울산광역시,2003,1783.0,9216.0,16.0,1625.0,260.0,1341.0,393.0,5269.0,17.0,1100.0,187.0,12.0,1300.0,156.0,0.0,0.0,0.0,284.0,1030.98592,2928.0,271.0,1033.0,2799.0,13.0,990.0,129.0,7.0,0.0,0.0,,,,106.0,392.45283,416.0
울산광역시,2004,1781.0,28571.0,17.0,1929.0,328.0,1315.0,1790.0,23544.0,22.0,1360.0,299.0,12.0,1470.0,176.0,0.0,0.0,0.0,283.0,1170.31802,3312.0,270.0,1182.0,3191.0,13.0,930.0,121.0,1.0,0.0,0.0,,,,131.0,696.18321,912.0
울산광역시,2005,1709.0,24493.0,18.0,2022.0,364.0,1264.0,1580.0,19965.0,19.0,1360.0,258.0,14.0,1473.0,206.0,0.0,0.0,0.0,274.0,1090.51095,2988.0,263.0,1101.0,2896.0,11.0,833.0,92.0,2.0,0.0,0.0,,,,118.0,603.38983,712.0
